Date/Time,Year,Month,Day,Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,filename
2016-12-17 07:00,2016,12,17,07:00,-5.7,-8.9,78.0,10.0,12.0,32.2,102.82,,-11.0,Cloudy,katkam-20161217070000.jpg
2016-12-17 10:00,2016,12,17,10:00,-4.2,-7.5,78.0,10.0,7.0,48.3,103.07,,-7.0,Cloudy,katkam-20161217100000.jpg
2016-12-17 13:00,2016,12,17,13:00,-2.0,-8.1,63.0,10.0,11.0,48.3,103.06,,-6.0,Cloudy,katkam-20161217130000.jpg
2016-12-17 16:00,2016,12,17,16:00,-2.5,-7.8,67.0,10.0,7.0,48.3,103.16,,-5.0,Cloudy,katkam-20161217160000.jpg
2016-12-18 06:00,2016,12,18,06:00,-2.0,-2.7,95.0,7.0,18.0,1.6,103.3,,-7.0,Snow,katkam-20161218060000.jpg
2016-12-18 07:00,2016,12,18,07:00,-1.7,-2.4,95.0,8.0,19.0,1.6,103.28,,-7.0,Snow,katkam-20161218070000.jpg
2016-12-18 08:00,2016,12,18,08:00,-1.2,-2.5,91.0,6.0,16.0,4.8,103.29,,-6.0,Snow,katkam-20161218080000.jpg
2016-12-18 09:00,2016,12,18,09:00,-1.7,-2.4,95.0,8.0,14.0,1.6,103.3,,-6.0,Snow,katkam-20161218090000.jpg
2016-12-18 10:00,2016,12,18,10:00,-1.3,-1.9,96.0,8.0,16.0,1.6,103.3,,-6.0,Snow,katkam-20161218100000.jpg
2016-12-18 11:00,2016,12,18,11:00,-1.0,-1.6,96.0,8.0,17.0,2.4,103.26,,-6.0,Snow,katkam-20161218110000.jpg
2016-12-18 12:00,2016,12,18,12:00,-0.6,-1.3,95.0,9.0,14.0,12.9,103.2,,-5.0,Snow,katkam-20161218120000.jpg
2016-12-18 13:00,2016,12,18,13:00,-0.4,-1.3,94.0,9.0,17.0,4.8,103.13,,-5.0,"Snow,Fog",katkam-20161218130000.jpg
2016-12-18 14:00,2016,12,18,14:00,-0.2,-0.9,95.0,8.0,14.0,9.7,103.09,,-4.0,"Snow,Fog",katkam-20161218140000.jpg
2016-12-18 15:00,2016,12,18,15:00,0.1,-0.6,95.0,7.0,20.0,3.6,102.95,,,"Snow,Fog",katkam-20161218150000.jpg
2016-12-18 16:00,2016,12,18,16:00,0.3,-0.3,96.0,8.0,18.0,4.8,102.87,,,"Snow,Fog",katkam-20161218160000.jpg
2016-12-18 17:00,2016,12,18,17:00,0.8,-0.4,92.0,7.0,17.0,16.1,102.84,,,Snow,katkam-20161218170000.jpg
2016-12-19 06:00,2016,12,19,06:00,1.6,1.0,96.0,7.0,17.0,12.9,101.26,,,Rain,katkam-20161219060000.jpg
2016-12-19 07:00,2016,12,19,07:00,1.4,0.5,94.0,2.0,26.0,12.9,101.36,,,Rain,katkam-20161219070000.jpg
2016-12-19 10:00,2016,12,19,10:00,2.9,1.6,91.0,8.0,10.0,32.2,101.87,,,Mainly Clear,katkam-20161219100000.jpg
2016-12-19 13:00,2016,12,19,13:00,3.9,2.1,88.0,11.0,14.0,32.2,102.07,,,Mostly Cloudy,katkam-20161219130000.jpg
2016-12-19 16:00,2016,12,19,16:00,3.7,2.5,92.0,7.0,15.0,19.3,102.19,,,Cloudy,katkam-20161219160000.jpg
2016-12-20 07:00,2016,12,20,07:00,5.7,2.9,82.0,22.0,31.0,24.1,101.06,,,Mainly Clear,katkam-20161220070000.jpg
2016-12-20 10:00,2016,12,20,10:00,6.5,2.6,76.0,20.0,28.0,32.2,101.59,,,Mostly Cloudy,katkam-20161220100000.jpg
2016-12-20 13:00,2016,12,20,13:00,7.1,3.2,76.0,21.0,18.0,32.2,101.84,,,Mostly Cloudy,katkam-20161220130000.jpg
2016-12-20 16:00,2016,12,20,16:00,6.0,2.1,76.0,28.0,17.0,48.3,102.34,,,Mainly Clear,katkam-20161220160000.jpg
2016-12-21 07:00,2016,12,21,07:00,4.0,3.0,93.0,8.0,14.0,24.1,103.08,,,Cloudy,katkam-20161221070000.jpg
2016-12-21 10:00,2016,12,21,10:00,5.1,3.1,87.0,8.0,12.0,24.1,103.01,,,Cloudy,katkam-20161221100000.jpg
2016-12-21 13:00,2016,12,21,13:00,5.9,3.1,82.0,10.0,12.0,24.1,102.71,,,Cloudy,katkam-20161221130000.jpg
2016-12-21 16:00,2016,12,21,16:00,4.5,1.0,78.0,7.0,10.0,24.1,102.42,,,Cloudy,katkam-20161221160000.jpg
2016-12-22 07:00,2016,12,22,07:00,2.8,0.4,84.0,12.0,15.0,24.1,101.07,,,Cloudy,katkam-20161222070000.jpg
2016-12-22 10:00,2016,12,22,10:00,4.0,1.6,84.0,9.0,25.0,24.1,100.98,,,Rain Showers,katkam-20161222100000.jpg
2016-12-22 11:00,2016,12,22,11:00,4.0,1.9,86.0,7.0,29.0,24.1,100.95,,,Rain Showers,katkam-20161222110000.jpg
2016-12-22 13:00,2016,12,22,13:00,4.8,2.0,82.0,8.0,16.0,24.1,100.86,,,Cloudy,katkam-20161222130000.jpg
2016-12-22 16:00,2016,12,22,16:00,4.5,2.7,88.0,7.0,16.0,24.1,100.81,,,Mostly Cloudy,katkam-20161222160000.jpg
2016-12-23 06:00,2016,12,23,06:00,3.7,2.7,93.0,30.0,17.0,16.1,100.11,,,Rain,katkam-20161223060000.jpg
2016-12-23 07:00,2016,12,23,07:00,3.2,1.9,91.0,32.0,17.0,16.1,100.04,,,Rain,katkam-20161223070000.jpg
2016-12-23 08:00,2016,12,23,08:00,3.3,1.8,90.0,30.0,20.0,16.1,100.02,,,Rain,katkam-20161223080000.jpg
2016-12-23 09:00,2016,12,23,09:00,3.2,2.0,92.0,30.0,22.0,19.3,100.02,,,Rain,katkam-20161223090000.jpg
2016-12-23 10:00,2016,12,23,10:00,3.5,2.2,91.0,30.0,16.0,16.1,100.11,,,Rain,katkam-20161223100000.jpg
2016-12-23 11:00,2016,12,23,11:00,3.5,2.3,92.0,31.0,13.0,19.3,100.14,,,Rain,katkam-20161223110000.jpg
2016-12-23 12:00,2016,12,23,12:00,3.5,2.3,92.0,31.0,11.0,19.3,100.15,,,Rain,katkam-20161223120000.jpg
2016-12-23 13:00,2016,12,23,13:00,3.4,2.2,92.0,30.0,14.0,20.9,100.17,,,Rain,katkam-20161223130000.jpg
2016-12-23 14:00,2016,12,23,14:00,3.2,2.0,92.0,31.0,16.0,19.3,100.17,,,Rain,katkam-20161223140000.jpg
2016-12-23 15:00,2016,12,23,15:00,3.1,2.1,93.0,30.0,17.0,24.1,100.23,,,Rain,katkam-20161223150000.jpg
2016-12-23 16:00,2016,12,23,16:00,3.1,2.1,93.0,4.0,8.0,24.1,100.31,,,Rain,katkam-20161223160000.jpg
2016-12-23 17:00,2016,12,23,17:00,2.8,2.1,95.0,7.0,10.0,19.3,100.36,,,Rain,katkam-20161223170000.jpg
2016-12-24 07:00,2016,12,24,07:00,1.2,0.8,97.0,9.0,6.0,16.1,101.25,,,Cloudy,katkam-20161224070000.jpg
2016-12-24 10:00,2016,12,24,10:00,1.9,1.0,94.0,36.0,2.0,19.3,101.43,,,Mostly Cloudy,katkam-20161224100000.jpg
2016-12-24 13:00,2016,12,24,13:00,3.6,0.8,82.0,26.0,12.0,32.2,101.43,,,Mainly Clear,katkam-20161224130000.jpg
2016-12-24 16:00,2016,12,24,16:00,2.5,0.7,88.0,28.0,10.0,32.2,101.46,,,Mainly Clear,katkam-20161224160000.jpg
2016-12-25 07:00,2016,12,25,07:00,-3.2,-3.8,96.0,,0.0,32.2,101.9,,,Mainly Clear,katkam-20161225070000.jpg
2016-12-25 10:00,2016,12,25,10:00,-1.0,-2.0,93.0,10.0,13.0,32.2,102.06,,-5.0,Mainly Clear,katkam-20161225100000.jpg
2016-12-25 13:00,2016,12,25,13:00,1.2,-3.7,70.0,21.0,4.0,32.2,102.14,,,Mainly Clear,katkam-20161225130000.jpg
2016-12-25 16:00,2016,12,25,16:00,0.3,-3.6,75.0,9.0,4.0,48.3,102.12,,,Mostly Cloudy,katkam-20161225160000.jpg
2016-12-26 06:00,2016,12,26,06:00,0.1,-1.4,90.0,8.0,15.0,9.7,102.36,,,Snow,katkam-20161226060000.jpg
2016-12-26 07:00,2016,12,26,07:00,-0.1,-1.2,92.0,9.0,17.0,8.1,102.34,,-5.0,Snow,katkam-20161226070000.jpg
2016-12-26 08:00,2016,12,26,08:00,0.1,-0.5,96.0,8.0,17.0,2.4,102.34,,,Snow,katkam-20161226080000.jpg
2016-12-26 09:00,2016,12,26,09:00,0.3,-0.3,96.0,8.0,18.0,8.1,102.28,,,Snow,katkam-20161226090000.jpg
2016-12-26 10:00,2016,12,26,10:00,0.7,-0.3,93.0,9.0,19.0,8.1,102.25,,,Snow,katkam-20161226100000.jpg
2016-12-26 11:00,2016,12,26,11:00,0.4,-0.3,95.0,8.0,18.0,1.2,102.21,,,Snow,katkam-20161226110000.jpg
2016-12-26 12:00,2016,12,26,12:00,0.6,0.0,96.0,7.0,21.0,2.4,102.09,,,Snow,katkam-20161226120000.jpg
2016-12-26 13:00,2016,12,26,13:00,1.2,0.3,94.0,7.0,29.0,12.9,101.94,,,"Rain,Snow",katkam-20161226130000.jpg
2016-12-26 14:00,2016,12,26,14:00,1.6,0.6,93.0,8.0,30.0,12.9,101.78,,,Rain,katkam-20161226140000.jpg
2016-12-26 15:00,2016,12,26,15:00,1.8,0.8,93.0,8.0,30.0,12.9,101.73,,,Rain,katkam-20161226150000.jpg
2016-12-26 16:00,2016,12,26,16:00,1.4,0.7,95.0,7.0,31.0,8.1,101.63,,,"Rain,Fog",katkam-20161226160000.jpg
2016-12-26 17:00,2016,12,26,17:00,1.1,0.4,95.0,8.0,27.0,8.1,101.55,,,"Rain,Fog",katkam-20161226170000.jpg
2016-12-27 10:00,2016,12,27,10:00,6.0,2.7,79.0,21.0,15.0,32.2,101.17,,,Mostly Cloudy,katkam-20161227100000.jpg
2016-12-27 12:00,2016,12,27,12:00,5.4,0.8,72.0,16.0,7.0,24.1,101.24,,,Rain Showers,katkam-20161227120000.jpg
2016-12-27 13:00,2016,12,27,13:00,5.3,2.7,83.0,11.0,16.0,24.1,101.24,,,Mostly Cloudy,katkam-20161227130000.jpg
2016-12-27 16:00,2016,12,27,16:00,4.3,2.0,85.0,6.0,9.0,32.2,101.46,,,Mostly Cloudy,katkam-20161227160000.jpg
2016-12-28 07:00,2016,12,28,07:00,1.6,0.4,92.0,9.0,14.0,24.1,102.63,,,Cloudy,katkam-20161228070000.jpg
2016-12-28 09:00,2016,12,28,09:00,4.2,2.1,86.0,13.0,11.0,24.1,102.71,,,Rain,katkam-20161228090000.jpg
2016-12-28 10:00,2016,12,28,10:00,5.4,2.6,82.0,16.0,26.0,24.1,102.77,,,Cloudy,katkam-20161228100000.jpg
2016-12-29 10:00,2016,12,29,10:00,4.0,2.5,90.0,6.0,28.0,16.1,101.82,,,Rain,katkam-20161229100000.jpg
2016-12-29 11:00,2016,12,29,11:00,4.0,2.7,91.0,8.0,22.0,16.1,101.76,,,Rain,katkam-20161229110000.jpg
2016-12-29 13:00,2016,12,29,13:00,4.8,3.5,91.0,8.0,13.0,19.3,101.68,,,Rain,katkam-20161229130000.jpg
2016-12-29 14:00,2016,12,29,14:00,4.1,3.2,94.0,3.0,9.0,16.1,101.68,,,Rain,katkam-20161229140000.jpg
2016-12-29 15:00,2016,12,29,15:00,4.2,3.3,94.0,6.0,10.0,24.1,101.67,,,Rain,katkam-20161229150000.jpg
2016-12-29 16:00,2016,12,29,16:00,3.7,3.0,95.0,3.0,6.0,24.1,101.73,,,Cloudy,katkam-20161229160000.jpg
2016-12-30 06:00,2016,12,30,06:00,1.3,0.6,95.0,1.0,8.0,1.2,102.25,,,Fog,katkam-20161230060000.jpg
2016-12-30 07:00,2016,12,30,07:00,0.7,0.4,98.0,1.0,4.0,24.1,102.28,,,Mainly Clear,katkam-20161230070000.jpg
2016-12-30 08:00,2016,12,30,08:00,-0.4,-0.7,98.0,9.0,11.0,0.0,102.37,,-4.0,Freezing Fog,katkam-20161230080000.jpg
2016-12-30 09:00,2016,12,30,09:00,0.5,0.4,99.0,13.0,3.0,0.2,102.47,,,Fog,katkam-20161230090000.jpg
2016-12-30 10:00,2016,12,30,10:00,1.1,1.0,99.0,34.0,4.0,24.1,102.57,,,Mostly Cloudy,katkam-20161230100000.jpg
2016-12-31 06:00,2016,12,31,06:00,-0.8,-0.9,99.0,8.0,7.0,1.6,102.14,,-3.0,Fog,katkam-20161231060000.jpg
2016-12-31 07:00,2016,12,31,07:00,-0.6,-0.7,99.0,10.0,15.0,0.6,102.0,,-5.0,Freezing Fog,katkam-20161231070000.jpg
2016-12-31 08:00,2016,12,31,08:00,-0.2,-0.3,99.0,10.0,9.0,2.0,101.92,,-3.0,Fog,katkam-20161231080000.jpg
2016-12-31 10:00,2016,12,31,10:00,0.7,0.6,99.0,9.0,9.0,24.1,101.82,,,Cloudy,katkam-20161231100000.jpg
2016-12-31 11:00,2016,12,31,11:00,1.2,1.1,99.0,9.0,10.0,11.3,101.71,,,Rain,katkam-20161231110000.jpg
2016-12-31 12:00,2016,12,31,12:00,1.8,1.4,97.0,8.0,16.0,12.9,101.53,,,Rain,katkam-20161231120000.jpg
2016-12-31 13:00,2016,12,31,13:00,1.6,1.2,97.0,7.0,17.0,9.7,101.36,,,"Rain,Fog",katkam-20161231130000.jpg
2016-12-31 14:00,2016,12,31,14:00,1.1,0.7,97.0,7.0,12.0,4.8,101.2,,,"Rain,Fog",katkam-20161231140000.jpg
2016-12-31 15:00,2016,12,31,15:00,0.6,0.2,97.0,8.0,18.0,4.0,101.05,,,"Rain,Snow,Fog",katkam-20161231150000.jpg
2016-12-31 16:00,2016,12,31,16:00,0.3,0.0,98.0,8.0,18.0,2.0,100.9,,,"Snow,Fog",katkam-20161231160000.jpg
2017-01-01 07:00,2017,1,1,07:00,0.8,0.4,97.0,4.0,8.0,24.1,100.72,,,Cloudy,katkam-20170101070000.jpg
2017-01-01 10:00,2017,1,1,10:00,2.1,-5.3,58.0,35.0,23.0,48.3,100.9,,,Cloudy,katkam-20170101100000.jpg
2017-01-01 13:00,2017,1,1,13:00,1.4,-6.5,56.0,34.0,21.0,48.3,100.97,,,Cloudy,katkam-20170101130000.jpg
2017-01-01 16:00,2017,1,1,16:00,0.9,-7.6,53.0,2.0,14.0,48.3,101.03,,,Mostly Cloudy,katkam-20170101160000.jpg
2017-01-02 10:00,2017,1,2,10:00,-0.9,-12.9,40.0,3.0,13.0,48.3,101.86,,-5.0,Clear,katkam-20170102100000.jpg
2017-01-02 16:00,2017,1,2,16:00,0.2,-12.9,37.0,7.0,15.0,48.3,102.08,,,Clear,katkam-20170102160000.jpg
2017-01-03 07:00,2017,1,3,07:00,-6.0,-12.6,60.0,8.0,14.0,48.3,102.78,,-12.0,Clear,katkam-20170103070000.jpg
2017-01-03 13:00,2017,1,3,13:00,-0.3,-12.7,39.0,7.0,6.0,48.3,102.84,,-2.0,Clear,katkam-20170103130000.jpg
2017-01-04 13:00,2017,1,4,13:00,1.9,-2.6,72.0,29.0,17.0,48.3,102.65,,,Clear,katkam-20170104130000.jpg
2017-01-05 07:00,2017,1,5,07:00,-5.1,-8.2,79.0,10.0,9.0,48.3,102.69,,-9.0,Clear,katkam-20170105070000.jpg
2017-01-05 10:00,2017,1,5,10:00,-2.5,-6.3,75.0,9.0,13.0,48.3,102.68,,-7.0,Mostly Cloudy,katkam-20170105100000.jpg
2017-01-05 13:00,2017,1,5,13:00,0.3,-5.5,65.0,10.0,11.0,48.3,102.46,,,Mostly Cloudy,katkam-20170105130000.jpg
2017-01-05 16:00,2017,1,5,16:00,-0.2,-5.6,67.0,10.0,9.0,48.3,102.29,,-3.0,Cloudy,katkam-20170105160000.jpg
2017-01-06 13:00,2017,1,6,13:00,2.1,-5.1,59.0,7.0,16.0,24.1,101.61,,,Cloudy,katkam-20170106130000.jpg
2017-01-06 16:00,2017,1,6,16:00,2.2,-3.5,66.0,7.0,14.0,48.3,101.56,,,Cloudy,katkam-20170106160000.jpg
2017-01-08 07:00,2017,1,8,07:00,1.2,-4.1,68.0,1.0,6.0,32.2,100.98,,,Cloudy,katkam-20170108070000.jpg
2017-01-08 17:00,2017,1,8,17:00,1.4,0.8,96.0,25.0,6.0,8.1,99.7,,,"Rain,Fog",katkam-20170108170000.jpg
2017-01-09 13:00,2017,1,9,13:00,4.6,3.1,90.0,19.0,15.0,24.1,100.28,,,Rain Showers,katkam-20170109130000.jpg
2017-01-10 10:00,2017,1,10,10:00,0.0,-5.4,67.0,10.0,14.0,32.2,100.74,,-4.0,Mostly Cloudy,katkam-20170110100000.jpg
2017-01-11 07:00,2017,1,11,07:00,-4.0,-11.1,58.0,36.0,2.0,48.3,100.8,,-5.0,Mainly Clear,katkam-20170111070000.jpg
2017-01-11 10:00,2017,1,11,10:00,-1.9,-9.1,58.0,11.0,7.0,48.3,101.06,,-5.0,Clear,katkam-20170111100000.jpg
2017-01-11 13:00,2017,1,11,13:00,1.0,-9.1,47.0,23.0,8.0,48.3,101.18,,,Clear,katkam-20170111130000.jpg
2017-01-11 16:00,2017,1,11,16:00,0.9,-6.9,56.0,20.0,6.0,48.3,101.36,,,Clear,katkam-20170111160000.jpg
2017-01-13 07:00,2017,1,13,07:00,-5.9,-7.1,91.0,8.0,8.0,48.3,103.05,,-10.0,Mainly Clear,katkam-20170113070000.jpg
2017-01-13 10:00,2017,1,13,10:00,-3.3,-5.3,86.0,9.0,8.0,48.3,103.2,,-7.0,Cloudy,katkam-20170113100000.jpg
2017-01-13 13:00,2017,1,13,13:00,0.0,-5.6,66.0,36.0,2.0,48.3,103.11,,-1.0,Cloudy,katkam-20170113130000.jpg
2017-01-13 16:00,2017,1,13,16:00,0.4,-4.4,70.0,20.0,3.0,48.3,103.14,,,Cloudy,katkam-20170113160000.jpg
2017-01-14 13:00,2017,1,14,13:00,3.0,-1.2,74.0,28.0,10.0,48.3,102.77,,,Cloudy,katkam-20170114130000.jpg
2017-01-15 07:00,2017,1,15,07:00,-1.3,-2.9,89.0,10.0,11.0,32.2,102.54,,-5.0,Mostly Cloudy,katkam-20170115070000.jpg
2017-01-15 13:00,2017,1,15,13:00,4.0,0.3,77.0,23.0,6.0,32.2,102.52,,,Mostly Cloudy,katkam-20170115130000.jpg
2017-01-16 07:00,2017,1,16,07:00,1.8,-0.9,82.0,9.0,12.0,24.1,102.23,,,Cloudy,katkam-20170116070000.jpg
2017-01-17 14:00,2017,1,17,14:00,8.7,5.5,80.0,9.0,26.0,19.3,100.09,,,Rain,katkam-20170117140000.jpg
2017-01-17 15:00,2017,1,17,15:00,7.9,5.9,87.0,10.0,30.0,19.3,99.92,,,Rain,katkam-20170117150000.jpg
2017-01-18 06:00,2017,1,18,06:00,9.2,8.0,92.0,12.0,28.0,12.9,99.21,,,Rain,katkam-20170118060000.jpg
2017-01-18 07:00,2017,1,18,07:00,9.1,8.2,94.0,11.0,30.0,16.1,99.11,,,Rain,katkam-20170118070000.jpg
2017-01-18 08:00,2017,1,18,08:00,8.3,7.7,96.0,8.0,26.0,19.3,99.01,,,Rain,katkam-20170118080000.jpg
2017-01-18 09:00,2017,1,18,09:00,8.0,7.3,95.0,9.0,27.0,19.3,99.01,,,Rain,katkam-20170118090000.jpg
2017-01-18 10:00,2017,1,18,10:00,9.1,7.6,90.0,8.0,38.0,24.1,98.94,,,Cloudy,katkam-20170118100000.jpg
2017-01-18 12:00,2017,1,18,12:00,9.9,8.4,90.0,13.0,29.0,24.1,99.04,,,Rain,katkam-20170118120000.jpg
2017-01-18 13:00,2017,1,18,13:00,10.5,9.1,91.0,13.0,21.0,24.1,99.08,,,Rain,katkam-20170118130000.jpg
2017-01-18 16:00,2017,1,18,16:00,10.3,8.9,91.0,9.0,13.0,24.1,99.04,,,Rain,katkam-20170118160000.jpg
2017-01-18 17:00,2017,1,18,17:00,9.5,8.4,93.0,8.0,13.0,24.1,98.99,,,Rain,katkam-20170118170000.jpg
2017-01-19 06:00,2017,1,19,06:00,7.4,5.9,90.0,12.0,23.0,16.1,99.55,,,Rain Showers,katkam-20170119060000.jpg
2017-01-19 07:00,2017,1,19,07:00,6.9,5.9,93.0,13.0,17.0,24.1,99.58,,,Rain,katkam-20170119070000.jpg
2017-01-19 08:00,2017,1,19,08:00,6.8,5.8,93.0,14.0,22.0,24.1,99.61,,,Rain,katkam-20170119080000.jpg
2017-01-19 11:00,2017,1,19,11:00,7.5,6.3,92.0,14.0,18.0,24.1,99.72,,,Rain,katkam-20170119110000.jpg
2017-01-19 12:00,2017,1,19,12:00,8.0,6.6,91.0,12.0,14.0,24.1,99.68,,,Rain,katkam-20170119120000.jpg
2017-01-19 13:00,2017,1,19,13:00,8.2,6.3,88.0,12.0,15.0,24.1,99.65,,,Cloudy,katkam-20170119130000.jpg
2017-01-19 16:00,2017,1,19,16:00,7.8,6.0,88.0,13.0,20.0,24.1,99.64,,,Rain,katkam-20170119160000.jpg
2017-01-19 17:00,2017,1,19,17:00,7.0,6.3,95.0,10.0,12.0,12.9,99.65,,,Rain,katkam-20170119170000.jpg
2017-01-20 07:00,2017,1,20,07:00,3.6,1.6,87.0,19.0,8.0,32.2,98.96,,,Mainly Clear,katkam-20170120070000.jpg
2017-01-20 10:00,2017,1,20,10:00,3.9,2.9,93.0,32.0,9.0,48.3,98.88,,,Mostly Cloudy,katkam-20170120100000.jpg
2017-01-20 16:00,2017,1,20,16:00,5.3,4.3,93.0,29.0,14.0,48.3,98.64,,,Cloudy,katkam-20170120160000.jpg
2017-01-21 07:00,2017,1,21,07:00,6.2,3.7,84.0,4.0,15.0,24.1,99.18,,,Cloudy,katkam-20170121070000.jpg
2017-01-21 10:00,2017,1,21,10:00,7.4,3.8,78.0,7.0,17.0,32.2,99.39,,,Mostly Cloudy,katkam-20170121100000.jpg
2017-01-21 13:00,2017,1,21,13:00,10.3,4.1,65.0,13.0,10.0,32.2,99.52,,,Mostly Cloudy,katkam-20170121130000.jpg
2017-01-21 16:00,2017,1,21,16:00,9.6,4.4,70.0,9.0,12.0,32.2,99.69,,,Mostly Cloudy,katkam-20170121160000.jpg
2017-01-22 07:00,2017,1,22,07:00,4.2,2.4,88.0,7.0,7.0,32.2,99.59,,,Mostly Cloudy,katkam-20170122070000.jpg
2017-01-22 13:00,2017,1,22,13:00,6.0,4.2,88.0,8.0,21.0,12.9,99.96,,,Rain,katkam-20170122130000.jpg
2017-01-22 14:00,2017,1,22,14:00,6.2,4.0,86.0,8.0,22.0,12.9,99.99,,,Rain,katkam-20170122140000.jpg
2017-01-22 15:00,2017,1,22,15:00,5.8,4.1,89.0,7.0,22.0,16.1,100.05,,,Rain,katkam-20170122150000.jpg
2017-01-22 16:00,2017,1,22,16:00,5.9,4.1,88.0,3.0,18.0,24.1,100.1,,,Rain,katkam-20170122160000.jpg
2017-01-23 13:00,2017,1,23,13:00,6.3,4.1,86.0,30.0,24.0,48.3,101.06,,,Clear,katkam-20170123130000.jpg
2017-01-23 16:00,2017,1,23,16:00,6.0,4.3,89.0,30.0,15.0,48.3,101.17,,,Clear,katkam-20170123160000.jpg
2017-01-24 07:00,2017,1,24,07:00,1.8,1.2,96.0,10.0,5.0,24.1,101.85,,,Cloudy,katkam-20170124070000.jpg
2017-01-24 10:00,2017,1,24,10:00,2.4,1.2,92.0,31.0,3.0,24.1,102.0,,,Cloudy,katkam-20170124100000.jpg
2017-01-24 13:00,2017,1,24,13:00,4.4,2.6,88.0,12.0,8.0,19.3,102.04,,,Cloudy,katkam-20170124130000.jpg
2017-01-24 16:00,2017,1,24,16:00,4.2,2.2,87.0,14.0,7.0,24.1,102.11,,,Mostly Cloudy,katkam-20170124160000.jpg
2017-01-25 07:00,2017,1,25,07:00,2.6,2.0,96.0,36.0,1.0,32.2,102.37,,,Cloudy,katkam-20170125070000.jpg
2017-01-25 10:00,2017,1,25,10:00,4.0,2.2,88.0,17.0,4.0,48.3,102.46,,,Cloudy,katkam-20170125100000.jpg
2017-01-25 13:00,2017,1,25,13:00,5.1,1.8,79.0,36.0,1.0,48.3,102.49,,,Cloudy,katkam-20170125130000.jpg
2017-01-25 16:00,2017,1,25,16:00,5.5,2.0,78.0,11.0,5.0,48.3,102.52,,,Cloudy,katkam-20170125160000.jpg
2017-01-26 07:00,2017,1,26,07:00,2.5,1.5,93.0,1.0,12.0,24.1,103.16,,,Cloudy,katkam-20170126070000.jpg
2017-01-26 10:00,2017,1,26,10:00,4.3,2.7,89.0,27.0,4.0,48.3,103.31,,,Cloudy,katkam-20170126100000.jpg
2017-01-26 13:00,2017,1,26,13:00,6.7,2.4,74.0,36.0,3.0,48.3,103.31,,,Cloudy,katkam-20170126130000.jpg
2017-01-26 16:00,2017,1,26,16:00,5.3,2.0,79.0,36.0,1.0,48.3,103.37,,,Mostly Cloudy,katkam-20170126160000.jpg
2017-01-27 07:00,2017,1,27,07:00,3.9,0.8,80.0,9.0,9.0,32.2,103.66,,,Cloudy,katkam-20170127070000.jpg
2017-01-27 10:00,2017,1,27,10:00,5.5,1.8,77.0,10.0,10.0,48.3,103.84,,,Cloudy,katkam-20170127100000.jpg
2017-01-27 13:00,2017,1,27,13:00,8.5,2.1,64.0,11.0,10.0,48.3,103.74,,,Mostly Cloudy,katkam-20170127130000.jpg
2017-01-27 16:00,2017,1,27,16:00,5.8,3.8,87.0,30.0,7.0,48.3,103.68,,,Cloudy,katkam-20170127160000.jpg
2017-01-28 07:00,2017,1,28,07:00,2.0,0.5,90.0,1.0,7.0,32.2,103.53,,,Cloudy,katkam-20170128070000.jpg
2017-01-28 10:00,2017,1,28,10:00,3.7,0.9,82.0,10.0,17.0,48.3,103.54,,,Cloudy,katkam-20170128100000.jpg
2017-01-28 13:00,2017,1,28,13:00,7.7,2.4,69.0,9.0,14.0,48.3,103.4,,,Cloudy,katkam-20170128130000.jpg
2017-01-28 16:00,2017,1,28,16:00,8.7,2.7,66.0,14.0,9.0,48.3,103.26,,,Cloudy,katkam-20170128160000.jpg
2017-01-29 07:00,2017,1,29,07:00,5.7,0.5,69.0,11.0,12.0,32.2,102.7,,,Mostly Cloudy,katkam-20170129070000.jpg
2017-01-29 10:00,2017,1,29,10:00,5.9,1.4,73.0,10.0,26.0,32.2,102.58,,,Cloudy,katkam-20170129100000.jpg
2017-01-29 11:00,2017,1,29,11:00,6.4,2.9,78.0,10.0,18.0,16.1,102.64,,,Rain,katkam-20170129110000.jpg
2017-01-29 12:00,2017,1,29,12:00,6.4,4.6,88.0,8.0,25.0,19.3,102.64,,,Rain,katkam-20170129120000.jpg
2017-01-29 13:00,2017,1,29,13:00,7.0,5.0,87.0,9.0,25.0,24.1,102.6,,,Cloudy,katkam-20170129130000.jpg
2017-01-29 16:00,2017,1,29,16:00,8.3,5.6,83.0,11.0,13.0,32.2,102.69,,,Mostly Cloudy,katkam-20170129160000.jpg
2017-01-30 07:00,2017,1,30,07:00,4.0,2.7,91.0,31.0,16.0,24.1,102.91,,,Mostly Cloudy,katkam-20170130070000.jpg
2017-01-30 10:00,2017,1,30,10:00,4.8,3.0,88.0,29.0,13.0,24.1,102.91,,,Cloudy,katkam-20170130100000.jpg
2017-01-30 11:00,2017,1,30,11:00,5.3,3.6,89.0,32.0,11.0,24.1,102.91,,,Rain,katkam-20170130110000.jpg
2017-01-30 13:00,2017,1,30,13:00,5.2,2.2,81.0,30.0,22.0,24.1,102.85,,,Cloudy,katkam-20170130130000.jpg
2017-01-30 16:00,2017,1,30,16:00,4.7,1.9,82.0,30.0,20.0,24.1,102.66,,,Cloudy,katkam-20170130160000.jpg
